onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
27.3220000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
28.2980000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
28.7380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
30.7620000000	n/a	n/a	Trn Stim: DC	n/a	n/a	S152
31.9200000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
32.4360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
34.4580000000	n/a	n/a	Trn Stim: BA	n/a	n/a	S161
35.5440000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
35.9140000000	n/a	n/a	FB: 0	n/a	n/a	S  9
37.9380000000	n/a	n/a	Trn Stim: EF	n/a	n/a	S134
38.9840000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
39.4120000000	n/a	n/a	FB: +1	n/a	n/a	S  8
41.4340000000	n/a	n/a	Trn Stim: BA	n/a	n/a	S161
44.1360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
44.6480000000	n/a	n/a	FB: +1	n/a	n/a	S  8
46.6680000000	n/a	n/a	Trn Stim: DC	n/a	n/a	S152
47.4480000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
47.8280000000	n/a	n/a	FB: 0	n/a	n/a	S  9
49.8480000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
50.7680000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
51.0900000000	n/a	n/a	FB: 0	n/a	n/a	S  9
53.1120000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
54.1120000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
54.5360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
56.5580000000	n/a	n/a	Trn Stim: EF	n/a	n/a	S134
57.5040000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
57.8500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
59.8700000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
60.5200000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
61.0120000000	n/a	n/a	FB: +1	n/a	n/a	S  8
63.0320000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
63.9760000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
64.4920000000	n/a	n/a	FB: +1	n/a	n/a	S  8
66.5140000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
67.2900000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
67.8040000000	n/a	n/a	FB: +1	n/a	n/a	S  8
69.8260000000	n/a	n/a	Trn Stim: EF	n/a	n/a	S134
