onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
16.8240000000	n/a	n/a	STATUS	n/a	n/a	S255
263.4940000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
265.7420000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
266.3580000000	n/a	n/a	FB: 0	n/a	n/a	S  9
268.5680000000	n/a	n/a	Trn Stim: DC	n/a	n/a	S152
272.7240000000	n/a	n/a	Trn No Response	n/a	n/a	S105
273.4220000000	n/a	n/a	STATUS	n/a	n/a	S  7
275.6080000000	n/a	n/a	Trn Stim: BA	n/a	n/a	S161
276.9040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
277.4380000000	n/a	n/a	FB: +1	n/a	n/a	S  8
279.6240000000	n/a	n/a	Trn Stim: EF	n/a	n/a	S134
281.7600000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
282.3540000000	n/a	n/a	FB: +1	n/a	n/a	S  8
284.5380000000	n/a	n/a	Trn Stim: BA	n/a	n/a	S161
285.7280000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
286.4000000000	n/a	n/a	FB: +1	n/a	n/a	S  8
288.5700000000	n/a	n/a	Trn Stim: DC	n/a	n/a	S152
290.1360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
290.6820000000	n/a	n/a	FB: +1	n/a	n/a	S  8
292.8520000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
294.3920000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
294.8820000000	n/a	n/a	FB: +1	n/a	n/a	S  8
297.0500000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
299.0720000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
299.6640000000	n/a	n/a	FB: +1	n/a	n/a	S  8
301.8320000000	n/a	n/a	Trn Stim: EF	n/a	n/a	S134
303.2160000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
303.7280000000	n/a	n/a	FB: +1	n/a	n/a	S  8
305.8980000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
306.8960000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
307.5600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
309.7300000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
312.6560000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
313.3260000000	n/a	n/a	FB: +1	n/a	n/a	S  8
315.4940000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
317.2400000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
317.9240000000	n/a	n/a	FB: +1	n/a	n/a	S  8
320.0940000000	n/a	n/a	Trn Stim: EF	n/a	n/a	S134
321.5120000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
322.0720000000	n/a	n/a	FB: 0	n/a	n/a	S  9
324.2420000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
325.7680000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
326.3880000000	n/a	n/a	FB: +1	n/a	n/a	S  8
328.5560000000	n/a	n/a	Trn Stim: DC	n/a	n/a	S152
330.9360000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
331.4200000000	n/a	n/a	FB: 0	n/a	n/a	S  9
333.5880000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
334.4240000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
335.0520000000	n/a	n/a	FB: +1	n/a	n/a	S  8
337.2200000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
338.1440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
338.7680000000	n/a	n/a	FB: +1	n/a	n/a	S  8
340.9360000000	n/a	n/a	Trn Stim: DC	n/a	n/a	S152
342.0720000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
342.7340000000	n/a	n/a	FB: 0	n/a	n/a	S  9
344.9020000000	n/a	n/a	Trn Stim: EF	n/a	n/a	S134
345.8320000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
346.5160000000	n/a	n/a	FB: +1	n/a	n/a	S  8
348.6840000000	n/a	n/a	Trn Stim: DC	n/a	n/a	S152
349.6160000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
350.1980000000	n/a	n/a	FB: 0	n/a	n/a	S  9
352.3660000000	n/a	n/a	Trn Stim: BA	n/a	n/a	S161
353.9280000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
354.4460000000	n/a	n/a	FB: +1	n/a	n/a	S  8
356.6140000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
358.5040000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
359.0440000000	n/a	n/a	FB: 0	n/a	n/a	S  9
361.2140000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
362.2800000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
362.8100000000	n/a	n/a	FB: +1	n/a	n/a	S  8
364.9780000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
367.3120000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
367.8580000000	n/a	n/a	FB: 0	n/a	n/a	S  9
370.0280000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
370.9520000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
371.6240000000	n/a	n/a	FB: 0	n/a	n/a	S  9
373.7940000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
374.9520000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
375.6400000000	n/a	n/a	FB: 0	n/a	n/a	S  9
377.8080000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
378.8000000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
379.3880000000	n/a	n/a	FB: 0	n/a	n/a	S  9
381.5560000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
383.4240000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
384.0700000000	n/a	n/a	FB: +1	n/a	n/a	S  8
386.2380000000	n/a	n/a	Trn Stim: AB	n/a	n/a	S116
387.1040000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
387.7020000000	n/a	n/a	FB: +1	n/a	n/a	S  8
389.8720000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
390.8420000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
391.4520000000	n/a	n/a	FB: 0	n/a	n/a	S  9
393.6200000000	n/a	n/a	Trn Stim: BA	n/a	n/a	S161
394.7700000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
395.4500000000	n/a	n/a	FB: +1	n/a	n/a	S  8
397.6180000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
400.5060000000	n/a	n/a	Trn Resp: right,incorrect	n/a	n/a	S104
401.0820000000	n/a	n/a	FB: 0	n/a	n/a	S  9
403.2500000000	n/a	n/a	Trn Stim: EF	n/a	n/a	S134
404.0580000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
404.6480000000	n/a	n/a	FB: +1	n/a	n/a	S  8
406.8160000000	n/a	n/a	Trn Stim: BA	n/a	n/a	S161
407.8900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
408.4960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
410.6640000000	n/a	n/a	Trn Stim: FE	n/a	n/a	S143
411.6980000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
412.1940000000	n/a	n/a	FB: +1	n/a	n/a	S  8
414.3640000000	n/a	n/a	Trn Stim: CD	n/a	n/a	S125
415.7060000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
416.3780000000	n/a	n/a	FB: +1	n/a	n/a	S  8
418.5460000000	n/a	n/a	Trn Stim: BA	n/a	n/a	S161
419.4500000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
419.9600000000	n/a	n/a	FB: +1	n/a	n/a	S  8
